"SIM","YEAR","FMORT"
7,56,0.0607836685104005
7,57,0.0433981845363557
7,58,0.0596352833059065
7,59,0.0498598572048631
7,60,0.0447922621203155
7,61,0.0408571193389458
8,1,0.0458616064861684
8,2,0.0573014976477994
8,3,0.0559677638057148
8,4,0.0430484828452658
8,5,0.0565384230907292
8,6,0.0516896144764
8,7,0.0428432183812296
8,8,0.0418705949868703
8,9,0.0411370487421345
8,10,0.0529194348871758
8,11,0.0596394370196836
8,12,0.0593110987478154
8,13,0.0495621620417602
8,14,0.0533569497264698
8,15,0.0418470834974798
8,16,0.0466974984783638
8,17,0.0586964118800026
8,18,0.0574422471777819
8,19,0.0591729017237911
8,20,0.0534264442576327
8,21,0.0538333674949069
8,22,0.0442539916733951
8,23,0.0513948424620102
8,24,0.0576327139836422
8,25,0.0429947456449012
8,26,0.0528854206865487
8,27,0.0556698838520169
8,28,0.0577598484346435
8,29,0.0456411084530369
8,30,0.0518224621659578
8,31,0.0433756526557633
8,32,0.0518630477614432
8,33,0.0472833660536474
8,34,0.0491449531265879
8,35,0.0429593304009341
8,36,0.0427325184453692
8,37,0.0458348971656068
8,38,0.0449051356366408
8,39,0.0409893800260404
8,40,0.0568845924834027
8,41,0.0515755399295536
8,42,0.0539814257021969
8,43,0.0482144240958385
8,44,0.0497785170030201
8,45,0.0444470356322142
8,46,0.0440394239351551
8,47,0.0407219193067348
8,48,0.0547786207922987
8,49,0.0595435354134522
8,50,0.0424692418229779
8,51,0.046323632379183
8,52,0.0406773443635513
8,53,0.041894444146625
8,54,0.0528390724991473
8,55,0.054305205408692
8,56,0.0479016187803289
8,57,0.05890910851295
8,58,0.0564674139120253
8,59,0.0471400304492861
8,60,0.05985007543245
8,61,0.042528021637722
9,1,0.0407259053356564
9,2,0.0407708139066877
9,3,0.0553577739793902
9,4,0.0486125382432471
9,5,0.0461435745058619
9,6,0.0478068618077232
9,7,0.0555480493019669
9,8,0.0540933666351346
9,9,0.0414571071538238
9,10,0.0444773115266459
9,11,0.0403724478093424
9,12,0.0418047101822774
9,13,0.043183316951245
9,14,0.0453123470472181
9,15,0.0473199568293553
9,16,0.0520258602400399
9,17,0.0462814031217953
9,18,0.0605137787750745
9,19,0.0576023047311305
9,20,0.056308721611349
9,21,0.0450835569151711
9,22,0.0548547584284283
9,23,0.0466362186189714
9,24,0.0446577416138339
9,25,0.0422085359518401
9,26,0.0420429521725628
9,27,0.052739026494733
9,28,0.0446678611934698
9,29,0.0446738545571312
9,30,0.0408529766087606
9,31,0.0573620132132863
9,32,0.0512310839721407
9,33,0.0535960782691595
9,34,0.0503198313003309
9,35,0.0534118670155968
9,36,0.0538230786160106
9,37,0.0440656388184654
9,38,0.0457260443902652
9,39,0.045875961781002
9,40,0.044650994362766
9,41,0.0538397896956908
9,42,0.0460294315303777
9,43,0.0476889942681103
9,44,0.0471852640889102
9,45,0.0515349884271752
9,46,0.0599324630294416
9,47,0.0479276764850951
9,48,0.0497354581598821
9,49,0.0552666301402587
9,50,0.0532789310523868
9,51,0.0464379556337855
9,52,0.0466401828287219
9,53,0.0534853855797952
9,54,0.0552422912816776
9,55,0.059683485955533
9,56,0.0457528984469171
9,57,0.0552863934622262
9,58,0.0565972736455584
9,59,0.0508879719464114
9,60,0.0441072742101868
9,61,0.0448730256748778
10,1,0.0565692784583843
10,2,0.0509080170940567
10,3,0.0443410277980082
10,4,0.0504987466555411
10,5,0.0404804656106603
10,6,0.0425921517854011
10,7,0.0505199376502469
10,8,0.0455945348081281
10,9,0.0433594292806088
10,10,0.0561892356158544
10,11,0.0526687262822
10,12,0.0505410371777149
10,13,0.040929214966039
10,14,0.0473423225410595
10,15,0.0498880417670524
10,16,0.0561497555215486
10,17,0.0580544256725752
10,18,0.0439564730285768
10,19,0.0535699973192968
10,20,0.0524633956885702
10,21,0.0571403304640676
10,22,0.0594621824412232
10,23,0.0576871534955277
10,24,0.0478290256953134
10,25,0.0434668980631162
10,26,0.0406955039954313
10,27,0.0546692615052705
10,28,0.0433609119905574
10,29,0.0434118967382094
10,30,0.0421931859630528
10,31,0.0499483091377158
10,32,0.0517754416194728
10,33,0.0416482803965573
10,34,0.0511075461069475
10,35,0.0533836991724655
10,36,0.0525518594072241
10,37,0.0594817035721114
10,38,0.0536158527825007
10,39,0.0477801640638596
10,40,0.0416802646824768
10,41,0.0537170968198477
10,42,0.0418358791951154
10,43,0.0448440474697583
10,44,0.0590346898454134
10,45,0.0406766340550238
10,46,0.0553709949787394
10,47,0.041851134998338
10,48,0.0475290177953251
10,49,0.048619320529501
10,50,0.056002597769538
10,51,0.0527572085620001
10,52,0.0464463581447253
10,53,0.0403690737070466
10,54,0.0402776541844253
10,55,0.0527027693955661
10,56,0.0590798301442217
10,57,0.0433029439676443
10,58,0.0601359542505644
10,59,0.0445491281030982
10,60,0.0488321812958679
10,61,0.0457655538465531
11,1,0.0418283639541169
11,2,0.0469313973092165
11,3,0.0551207084769534
11,4,0.0525059121825856
11,5,0.0470711959731455
11,6,0.0439367440402893
11,7,0.040385115674274
11,8,0.0408116351889682
11,9,0.042117539564534
11,10,0.0443777791826917
11,11,0.0478923127534969
11,12,0.0430710804451599
11,13,0.0592968927874803
11,14,0.0492984607779517
11,15,0.0434151666885055
11,16,0.0406156109002339
11,17,0.0418315921391139
11,18,0.04106114259153
11,19,0.0523147827043042
11,20,0.0486623457020511
11,21,0.0541209803933237
11,22,0.0482468830576063
11,23,0.0480257809573456
11,24,0.0448247826164032
11,25,0.0409991285281614
11,26,0.0411895589295809
11,27,0.0522140742872282
11,28,0.0464497082270107
11,29,0.0474053180032879
11,30,0.0444330235623785
11,31,0.0506722490619224
11,32,0.0459865263508814
11,33,0.0548930409349945
11,34,0.0436622434729644
11,35,0.0491556854248532
11,36,0.051112157985241
11,37,0.0404289740522521
11,38,0.0484266728866498
11,39,0.0507510781977287
11,40,0.0440234547574496
11,41,0.0456033885346332
11,42,0.0408372504457947
11,43,0.0430909370942999
11,44,0.056482937967891
11,45,0.0467356197223606
11,46,0.0568882419497143
11,47,0.0402567465044888
11,48,0.0493515029320816
11,49,0.0583129947606815
11,50,0.0493533997070596
11,51,0.0414918964281718
11,52,0.0475932865638036
11,53,0.0422647683352798
11,54,0.0470948355646441
11,55,0.056940663866395
11,56,0.0471482470126118
11,57,0.0521903662070541
11,58,0.0416030911505391
11,59,0.0603982459017832
11,60,0.0579837841114908
11,61,0.0545114496311403
12,1,0.0600349905270818
12,2,0.0565579534668702
12,3,0.0405134720702589
12,4,0.0426475686910569
12,5,0.0499705252013334
12,6,0.0489025301873707
12,7,0.0573446578119724
12,8,0.0419344597661733
12,9,0.0497405517349878
12,10,0.0428811775783087
12,11,0.0587111722847024
12,12,0.0417876400638347
12,13,0.0457022655148153
12,14,0.0510962120368041
12,15,0.0556896079384349
12,16,0.0524825841077518
12,17,0.0504480342416509
12,18,0.0411184784997331
12,19,0.0527326357727562
12,20,0.0449741980599498
12,21,0.056408795270144
12,22,0.0433426863896912
12,23,0.046393136642382
12,24,0.0432793865292183
12,25,0.0506359932486446
12,26,0.0524015949031158
12,27,0.0523544918626308
12,28,0.0567771194416283
12,29,0.0558099354678496
12,30,0.0440246452896483
12,31,0.0502225971412955
12,32,0.0426266516302077
12,33,0.0526711487327196
12,34,0.0454856816767554
12,35,0.0602791882082288
12,36,0.0497132918796845
12,37,0.0428948722741536
12,38,0.0435217997372637
12,39,0.0482382812038535
12,40,0.0440107169260491
12,41,0.0490595447513845
12,42,0.0409848562611401
12,43,0.0403167915797136
12,44,0.0504001700289675
12,45,0.0404091950955486
12,46,0.0573520984118574
12,47,0.0504434487864277
12,48,0.0584551631661476
12,49,0.0486403367956963
12,50,0.0458075746944141
12,51,0.0553701512850592
12,52,0.0463481444828667
12,53,0.0405240461579944
12,54,0.0416789822541941
12,55,0.0409318417356387
12,56,0.0407836579488196
12,57,0.0477958507750829
12,58,0.0577389027969082
12,59,0.0429405025777793
12,60,0.0447958253618813
12,61,0.0513647467061801
13,1,0.0578212279297333
13,2,0.0531261266417859
13,3,0.0491195456456148
13,4,0.0463973266923153
13,5,0.0445014134639317
13,6,0.0449151223033494
13,7,0.0420644596721441
13,8,0.0462916403541465
13,9,0.0464127081482659
13,10,0.0484774906932216
13,11,0.0578115375659209
13,12,0.0421107742657722
13,13,0.0559695004570013
13,14,0.0582314484105048
13,15,0.0474013023552031
13,16,0.0591757819469246
13,17,0.0421652469823562
13,18,0.0430495343729866
13,19,0.0520218147050141
13,20,0.0434988005981991
13,21,0.0448082344626233
13,22,0.0502630619626847
13,23,0.050531402065896
13,24,0.0503656718735984
13,25,0.0469787375738065
13,26,0.0592965964300116
13,27,0.0477153689579136
13,28,0.0404326100335733
13,29,0.0490953243944786
13,30,0.059984598118145
13,31,0.0474421376056701
13,32,0.0585663186184769
13,33,0.044774180473234
13,34,0.0549839573637804
13,35,0.0402937025762413
13,36,0.0494694182734983
13,37,0.0414119993144374
13,38,0.047576177570451
13,39,0.0422235168918384
13,40,0.0505445637069421
13,41,0.0505373185959868
13,42,0.0425339720029374
13,43,0.0535159516693921
13,44,0.0560103341862148
13,45,0.0437521178208287
13,46,0.0407907708015017
13,47,0.0469004118242938
13,48,0.0535546576847101
13,49,0.0491905564105731
13,50,0.0507786392618312
13,51,0.0452032934226201
13,52,0.0461866562981549
13,53,0.050836409669368
13,54,0.0420969215546954
13,55,0.0441495224350855
13,56,0.0414030635824375
13,57,0.0413051331638414
13,58,0.0557596434139949
13,59,0.0406216756735311
13,60,0.0436226988746286
13,61,0.048447014368682
14,1,0.0523898660054812
14,2,0.0498101047147578
14,3,0.0550040559133118
14,4,0.0546449322111186
14,5,0.0408398951347842
14,6,0.0442195946661432
14,7,0.0428570565186151
14,8,0.0409729407460421
14,9,0.0603636057209382
14,10,0.0455031176639691
14,11,0.0511882472685195
14,12,0.0599748645845704
14,13,0.0496733981008265
14,14,0.0427937508799677
14,15,0.0402776658131689
14,16,0.0585904611311823
14,17,0.0409025847753875
14,18,0.050779832802232
14,19,0.0502338793960877
14,20,0.056203476875753
14,21,0.0489684857878211
14,22,0.0470976300746847
14,23,0.0568997777391164
14,24,0.0405336083874867
14,25,0.0491354792299612
14,26,0.0423528195058487
14,27,0.0577254479299817
14,28,0.0422465616505176
14,29,0.0442499304996775
14,30,0.0595697410711228
14,31,0.0458005578231366
14,32,0.0408779157269316
14,33,0.0510855971460903
14,34,0.0453548926141746
14,35,0.0412890875715419
14,36,0.0468347554065155
14,37,0.0411198214760532
14,38,0.0548110382688587
14,39,0.0507660937372211
14,40,0.0412084406209376
14,41,0.0574931712294778
14,42,0.0490783647530694
14,43,0.0458296808195632
14,44,0.0438579667028737
14,45,0.0596671805044452
14,46,0.0443403172332519
14,47,0.0465405750270672
14,48,0.0511741541513954
14,49,0.0471226920034073
14,50,0.0564487541014002
14,51,0.0526820387163197
14,52,0.054656326016971
14,53,0.0493992392699789
14,54,0.0501672815839997
14,55,0.0516722199365719
14,56,0.0598101229454699
14,57,0.0477000235188282
14,58,0.0560821671674491
14,59,0.0452876810697173
14,60,0.051684558594833
14,61,0.0557516304511148
15,1,0.0488183686164625
15,2,0.0466048033023196
15,3,0.0452947345282126
15,4,0.0423033086566904
15,5,0.0440780327702374
15,6,0.0482055189154493
15,7,0.0581196533111051
15,8,0.0577723999111613
15,9,0.0411762213959194
15,10,0.0481100511369429
15,11,0.0600665367580293
15,12,0.0417549851385954
15,13,0.0485557926180717
15,14,0.0464791843329616
15,15,0.0402813307627293
15,16,0.0523988248559448
15,17,0.0413943668308191
15,18,0.041557807745689
15,19,0.0437255100903274
15,20,0.046825192665111
15,21,0.0557059996952855
15,22,0.0520136653877232
15,23,0.0470485840910128
15,24,0.0436096964827935
15,25,0.0490884451242469
15,26,0.0509390968762544
15,27,0.0436655760709211
15,28,0.0570322319299063
15,29,0.0427068031578371
15,30,0.0411685775824644
15,31,0.0471745707188041
15,32,0.0561369375454728
15,33,0.0472040306268465
15,34,0.0467632120594317
15,35,0.0524056856176236
15,36,0.0607212144738601
15,37,0.0606529369817525
15,38,0.0420785921478264
15,39,0.0503460960195144
15,40,0.0499797269260513
15,41,0.0408234788364605
15,42,0.0511326194573423
15,43,0.057522355083439
15,44,0.0498994034142311
15,45,0.050600561636707
15,46,0.0509315690704349
15,47,0.0585815286515794
15,48,0.0458173595586575
15,49,0.0605269065339942
15,50,0.0598995125676
15,51,0.0463622385479942
15,52,0.0589581394285749
15,53,0.0505204771477577
15,54,0.0555702624921564
15,55,0.0479706372188928
15,56,0.0437007886149389
15,57,0.0587635520591749
15,58,0.0471050584645771
15,59,0.0550999699124657
15,60,0.052907747879396
15,61,0.0469368770065944
16,1,0.0577334196459545
16,2,0.0563510233488971
16,3,0.0414182391950265
16,4,0.0404232734496371
16,5,0.042226205172329
16,6,0.0495788836619964
16,7,0.0584647106050438
16,8,0.0540730456404291
16,9,0.0455127606077696
16,10,0.0533834104290093
16,11,0.0510871968016162
16,12,0.0599906713593634
16,13,0.0529423723759844
16,14,0.0416203029375901
16,15,0.0486762810426515
16,16,0.0544122987667355
16,17,0.0480577526239192
16,18,0.0518611795135407
16,19,0.0438365166542302
16,20,0.0603861778436394
16,21,0.0493733703455205
16,22,0.0533899714030255
16,23,0.0560017333643486
16,24,0.042782586335882
16,25,0.0606370767563811
16,26,0.0486191715532759
16,27,0.0601045067763034
16,28,0.042039424223678
16,29,0.046654876540145
16,30,0.0417223093216913
16,31,0.0490731295740018
16,32,0.0528438627846402
16,33,0.0416100610442565
16,34,0.0543035572181518
16,35,0.0438364998778029
16,36,0.0425982750731512
16,37,0.054472036301563
16,38,0.0533200242229536
16,39,0.0520976648879206
16,40,0.0574331678423242
16,41,0.0501361430504043
16,42,0.0442112501418949
16,43,0.0468774601760534
16,44,0.0428783194874602
16,45,0.0543875366463127
16,46,0.0453068494977572
16,47,0.0584934637302527
16,48,0.0586497054553746
16,49,0.0402611166166839
16,50,0.0474529861439
16,51,0.0411725982673143
16,52,0.0438524086468367
16,53,0.0582141052184929
16,54,0.0546680245797212
16,55,0.0575444039751036
16,56,0.0557826820329108
16,57,0.0513088539282884
16,58,0.0587601042519657
16,59,0.0406524392247539
16,60,0.0478456192753039
16,61,0.0437439506717265
17,1,0.052753707137408
17,2,0.0483038476487616
17,3,0.0532063612938214
17,4,0.0539954819841876
17,5,0.0500447031273601
17,6,0.0569961189772815
17,7,0.0430768141014102
17,8,0.0422229531608445
17,9,0.0485421469129757
17,10,0.0517999604488395
17,11,0.0511025679511118
17,12,0.0424889147068979
17,13,0.0465009562292141
17,14,0.0527723693379392
17,15,0.048833328218396
17,16,0.052806474051278
17,17,0.0566930705352026
17,18,0.0457646058894449
17,19,0.0537953484227097
17,20,0.0488742830868866
17,21,0.0524543017524331
17,22,0.058902319597452
17,23,0.0439651467374629
17,24,0.0429275522035913
17,25,0.100018259938372
17,26,0.0988407741424245
17,27,0.0820067741009035
17,28,0.111687519256953
17,29,0.110633333729904
17,30,0.100820882177154
17,31,0.110711745616788
17,32,0.0821927576829047
17,33,0.10628707031084
17,34,0.0806969677818705
17,35,0.0910911806862186
17,36,0.0904366944921983
17,37,0.119489715988706
17,38,0.108460531909196
17,39,0.0854779895018049
17,40,0.11500638610601
17,41,0.100135892250734
17,42,0.0898118773178384
17,43,0.108292339668997
17,44,0.101110604954696
17,45,0.101409016286825
17,46,0.0982474743036607
17,47,0.115342377154151
17,48,0.0947062889402738
17,49,0.0959711967392018
17,50,0.0862941202597437
17,51,0.0938264645762129
17,52,0.117549986645695
17,53,0.0933033613836744
17,54,0.0898754976024494
17,55,0.0813546326656162
17,56,0.0841506249745435
17,57,0.114776337789043
17,58,0.115230298395887
17,59,0.0827828830642778
17,60,0.100938230782979
17,61,0.0886529555175562
18,1,0.110173034750099
18,2,0.116991031365415
18,3,0.0918945262297377
18,4,0.0830562830706593
18,5,0.0854251541023695
18,6,0.081185977916145
18,7,0.0803762696704091
18,8,0.104485461070172
18,9,0.0903543869115855
18,10,0.093308907223073
18,11,0.0881883050958299
18,12,0.108926810062245
18,13,0.112382623017312
18,14,0.117003891669264
18,15,0.0848144608404711
18,16,0.0991185101430829
18,17,0.108362606029759
18,18,0.0813202168480079
18,19,0.0837169824039597
18,20,0.0869053464907666
18,21,0.0911204302641015
18,22,0.100698391291634
18,23,0.0906769031316957
18,24,0.0835864154906992
18,25,0.109425881481469
18,26,0.0842448563274401
18,27,0.097904249102866
18,28,0.10549544191768
18,29,0.0871812674818398
18,30,0.116007535176442
18,31,0.093828658996857
18,32,0.081453337170893
18,33,0.0852966873507856
18,34,0.0950558335531089
18,35,0.105311657416909
18,36,0.083270694314805
18,37,0.115381143649542
18,38,0.0865539522409965
18,39,0.0843365545195504
18,40,0.0837092901331771
18,41,0.114039793459495
18,42,0.0843584851953599
18,43,0.101224573316173
18,44,0.120066904558988
18,45,0.0870362981775904
18,46,0.0804406758557647
18,47,0.0814734946584748
