"","Predicted","Year","Length_cm","Age","Sex","Latitude_dd","Longitude_dd","REG"
"23994",63.981210280351,2011,62,17,"M",57.97,-149.1698,"North_Late"
"23995",75.035754948846,1997,76,15,"F",58.285,-148.6232,"North_Early"
"23996",58.5154230883658,2005,61,6,"M",54.85,-157.7367,"North_Late"
"23997",56.0807968840376,2016,54,3,"F",54.62667,-158.5862,"North_Late"
"23998",62.1836407498947,1999,68,8,"M",56.041667,-154.565,"North_Early"
"23999",58.5854028839881,1985,56,5,"M",55.43167,-168.0417,"North_Early"
"24000",68.1705315985811,2003,69,7,"F",56.04167,-154.5665,"North_Early"
"24001",52.4763509918782,2017,51,3,"M",52.66,-168.9982,"North_Late"
"24002",69.8265732158384,1993,76,8,"F",60.46667,-178.345,"North_Early"
"24003",63.5014997041254,1989,70,5,"F",53.60334,-168.3067,"North_Early"
"24004",67.5752676868978,2014,71,8,"F",51.91833,-173.5008,"North_Late"
"24005",63.5014997041254,1993,62,5,"F",55.23333,-156.58,"North_Early"
"24006",67.5752676868978,2007,69,8,"F",55.55833333,-134.9665,"North_Late"
"24007",63.5949604203838,1989,59,11,"M",56.155,-170.6567,"North_Early"
"24008",74.9306994409657,2014,84,28,"F",57.61833,-136.5365,"North_Late"
"24009",66.0972200255199,1996,64,6,"F",51.97,-176.44967,"North_Early"
"24010",69.8265732158384,1985,72,8,"F",57.64666,-149.8733,"North_Early"
"24011",66.0972200255199,1998,63,6,"F",51.972,-176.446,"North_Early"
"24012",68.1705315985811,2003,68,7,"F",56.04166667,-154.5665,"North_Early"
"24013",76.3070653302751,1996,77,27,"F",52.25167,-174.84333,"North_Early"
"24014",66.0972200255199,2002,69,6,"F",54.13333333,-161.6401667,"North_Early"
"24015",56.4178581171922,2001,57,4,"M",55.45833,-167.9933,"North_Early"
"24016",62.1836407498947,1993,70,8,"M",55.99666,-154.6183,"North_Early"
"24017",70.7896932816973,2012,67,11,"F",55.97833,-154.8515,"North_Late"
"24018",68.1705315985811,2003,64,7,"F",54.63333333,-158.5691667,"North_Early"
"24019",61.3334750076491,1989,73,7,"M",57.625,-174.17,"North_Early"
"24020",72.2058603977873,1989,59,10,"F",56.33333,-135.6267,"North_Early"
"24021",67.5752676868978,2009,70,8,"F",56.04333,-154.5693,"North_Late"
"24022",61.9727863031823,2011,50,5,"F",53.97,-163.2637,"North_Late"
"24023",64.374989134598,2010,67,26,"M",57.97166667,-149.1691667,"North_Late"
"24024",66.0972200255199,2001,65,6,"F",56.24333,-169.17,"North_Early"
"24025",74.2622194683478,1989,72,13,"F",53.21667,-169.2383,"North_Early"
"24026",63.5949604203838,1993,68,11,"M",56,-154.0133,"North_Early"
"24027",63.8390509713656,1999,68,12,"M",55.23666667,-156.675,"North_Early"
"24028",62.1836407498947,1989,58,8,"M",51.41,-178.625,"North_Early"
"24029",59.751894499999,2006,63,7,"M",54.85,-157.7433333,"North_Late"
"24030",63.5014997041254,2002,66,5,"F",58.2915,-148.6213333,"North_Early"
"24031",72.6339710573514,2010,58,14,"F",51.59,-177.6123333,"North_Late"
"24032",60.7298427959416,2016,58,8,"M",57.97,-149.1508,"North_Late"
"24033",49.3165711764506,2015,48,2,"M",53.19,-166.8638,"North_Late"
"24034",64.4306723652842,1993,73,19,"M",54.32333,-161.03,"North_Early"
"24035",59.751894499999,2007,68,7,"M",56.82833333,-173.3775,"North_Late"
"24036",64.1489785789309,2011,64,19,"M",58.68666667,-148.3231667,"North_Late"
"24037",70.7896932816973,2015,77,11,"F",54.45333,-133.928,"North_Late"
"24038",62.1150781508474,2008,61,10,"M",54.465,-133.9245,"North_Late"
"24039",67.5752676868978,2007,64,8,"F",55.34666667,-134.7346667,"North_Late"
"24040",63.5014997041254,1997,70,5,"F",57.11167,-151.2258,"North_Early"
