"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG","Latitude_dd"
99,1,1.50145519439062,15.3093253841803,"LOW LOW","late","low","R2",20.684070087038
87,1,1.50070039770637,15.5758541291846,"LOW LOW","late","low","R2",26.8004046990536
77,1,1.50114073751209,15.4593216394004,"LOW LOW","late","low","R2",15.3753661536612
58,1,1.50145913667233,15.2349600979732,"LOW LOW","early","low","R2",19.0191037030891
100,1,1.49905659653615,15.7155358444856,"LOW LOW","late","low","R2",24.8055343497545
81,0,0.500572332866581,4.95884036220128,"LOW LOW","late","low","R2",25.651797584258
78,0,0.498805904373648,4.88358545924732,"LOW LOW","late","low","R2",15.3304443946108
53,1,1.49931628888701,16.2825472581849,"LOW LOW","early","low","R2",26.6890789708123
53,0,0.499991622507608,5.06277575964314,"LOW LOW","early","low","R2",17.3269549272954
77,4,4.49820530051712,30.9718707468764,"LOW LOW","late","low","R2",20.1101639484987
99,0,0.500974224877345,5.09361903673409,"LOW LOW","late","low","R2",27.5325861042365
97,0,0.500889921563689,4.91655084677984,"LOW LOW","late","low","R2",16.8501325524412
57,0,0.500435312503471,4.8288927808311,"LOW LOW","early","low","R2",17.590514597483
83,0,0.499823217057806,5.10285764289298,"LOW LOW","late","low","R2",23.5097865317948
84,4,4.49907194334597,30.2744392179867,"LOW LOW","late","low","R2",14.6757844416425
98,7,7.4983379698468,35.4657395442068,"LOW LOW","late","low","R2",26.2699040705338
87,1,1.50117863827313,16.5373762632573,"LOW LOW","late","low","R2",27.4024669197388
84,2,2.50192220436162,23.0779457547032,"LOW LOW","late","low","R2",22.3763371547684
71,0,0.498725953321314,5.01895045697043,"LOW LOW","early","low","R2",17.0550751909614
76,0,0.499516336873192,4.95654469883843,"LOW LOW","late","low","R2",25.5864764214493
76,0,0.49959661391812,5.29664947659505,"LOW LOW","late","low","R2",24.9539835918695
59,1,1.4998561200519,15.8491503490453,"LOW LOW","early","low","R2",24.2506126263179
79,0,0.498392570497162,4.98461562982058,"LOW LOW","late","low","R2",23.0929179722443
62,2,2.50129989167946,22.9684544463353,"LOW LOW","early","low","R2",22.278024178464
50,1,1.49865825097655,15.6606337609249,"LOW LOW","early","low","R2",27.2871675244533
77,0,0.500900576801869,4.99520957802379,"LOW LOW","late","low","R2",21.0079561090097
65,0,0.498243857347363,4.93748630327987,"LOW LOW","early","low","R2",15.0984139097854
68,0,0.498634954469328,5.00184427280942,"LOW LOW","early","low","R2",16.3932026927359
87,0,0.499409445291397,5.05101603219844,"LOW LOW","late","low","R2",15.193494931329
96,0,0.499754732543397,4.98097572879267,"LOW LOW","late","low","R2",18.7740969089791
55,1,1.50043064994681,15.5395800528696,"LOW LOW","early","low","R2",20.0763925882056
50,1,1.50163313200691,15.9561503827123,"LOW LOW","early","low","R2",19.5933354101144
75,1,1.50039322167825,15.4490666359712,"LOW LOW","late","low","R2",27.1933491853997
